ID	YEAR	1a	1b	1c	1d	1e	1f	1g	2a	2b	2c	2d	3a	3b	3c	3d	3e	3f	3g	3h
260	2020	-1	-1	-1	-1	1	0	1	-1	-1	0	1	1	-1	-1	-1	-1	0	0	0
261	2020	1	-1	-1	1	1	1	-1	NA	NA	NA	1	0	0	1	0	0	0	0	0
262	2020	1	NA	NA	1	NA	NA	-1	-1	-1	-1	1	1	-1	0	0	1	0	-1	0
263	2020	-1	-1	-1	0	1	0	1	-1	0	0	1	-1	0	1	-1	0	-1	-1	0
264	2020	-1	0	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
265	2020	-1	-1	-1	-1	1	1	1	-1	1	1	1	0	-1	1	-1	1	-1	0	1
266	2020	1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	-1
267	2020	-1	-1	-1	1	1	1	0	-1	1	-1	1	-1	-1	1	0	0	-1	-1	0
268	2020	-1	-1	-1	1	1	0	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
269	2020	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	0	-1	1	1	-1	0
270	2020	1	-1	-1	1	1	1	-1	-1	1	0	1	-1	0	1	0	0	-1	-1	0
271	2020	1	0	0	1	0	0	-1	-1	-1	-1	1	-1	-1	1	0	0	0	-1	0
272	2020	-1	-1	-1	1	-1	1	-1	-1	-1	0	1	-1	-1	1	0	1	0	-1	-1
273	2020	1	-1	-1	1	0	0	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1
274	2020	1	-1	-1	1	1	-1	-1	-1	1	-1	1	0	-1	1	0	1	-1	-1	1
275	2020	1	-1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
276	2020	-1	-1	-1	1	1	1	1	-1	0	0	1	-1	-1	1	-1	0	0	0	0
277	2020	0	-1	1	0	0	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	1
278	2020	0	NA	-1	1	1	1	0	1	-1	-1	1	1	-1	1	1	-1	-1	-1	1
279	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1
280	2020	1	-1	-1	1	-1	-1	-1	-1	0	1	1	1	-1	1	-1	1	0	-1	1
281	2020	1	-1	-1	1	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0
282	2020	1	0	0	1	0	1	0	-1	-1	-1	1	1	-1	1	-1	0	0	-1	1
283	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	-1	1
284	2020	1	-1	-1	1	1	1	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
285	2020	NA	NA	NA	NA	NA	NA	NA	-1	0	1		1	-1	1	-1	1	0	0	1
286	2020	0	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
287	2020	-1	-1	-1	1	1	1	-1	-1	0	0	1	1	-1	0	0	1	1	-1	1
288	2020	1	-1	-1	1	1	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
289	2020	NA	NA	NA	1	NA	NA	NA	-1	1	1	1	1	-1	1	-1	1	1	1	1
290	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	0	0	0
291	2020	-1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
292	2020	-1	-1	-1	0	-1	1	-1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
293	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0
294	2020	NA	NA	NA	1	1	1	NA	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	0
295	2020	-1	-1	-1	1	1	1	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
296	2020	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
297	2020	-1	-1	-1	1	0	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
298	2020	-1	-1	-1	1	1	1	0				1	-1	-1	1	-1	1	1	-1	-1
299	2020	-1	-1	-1	1	1	1	-1	-1	0	0	1	1	-1	1	-1	0	-1	-1	-1
300	2020	-1	-1	-1	1	1	1	-1	-1	-1	1	1	1	0	1	0	1	0	0	0
301	2020	1	-1	0	-1	0	-1	-1	-1	1	1	1	1	-1	1	0	1	0	0	1
302	2020	0	-1	-1	1	1	0	1	-1	-1	-1	1	1	-1	0	-1	-1	1	-1	0
303	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	0
304	2020	0	-1	-1	1	-1	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
305	2020	NA	NA	NA	NA	NA	NA	NA	-1	0	1	1	-1	1	-1	-1	1	1	-1	1
306	2020	-1	-1	-1	1	1	1	0	NA	NA	NA	1	0	0	1	0	0	0	0	0
307	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
308	2020	1	0	0	1	-1	1	-1	-1	-1	1	1	1	-1	1	0	1	-1	-1	-1
309	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
310	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
311	2020	-1	-1	-1	1	1	1	1	-1		1		1	-1	0	1	1	-1	-1	-1
312	2020	0	0	0	0	0	0	0	-1	-1	0	1	1	-1	1	-1	0	-1	-1	-1
313	2020	-1	-1	-1	1	0	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1
314	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	0
315	2020	0	-1	-1	-1	1	-1	1	NA	NA	NA	1	0	0	1	0	0	0	1	0
316	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	1
317	2020	0	0	-1	1	1	0	0	NA	NA	NA	1	0	0	1	0	0	0	0	1
318	2020	0	-1	-1	1	NA	1	1	1	-1	1	1	1	-1	1	-1	1	1	-1	1
319	2020	0	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	0	-1	1	0	-1	-1
320	2020	-1	-1	-1	1	1	1	-1	1	-1	-1	1	-1	-1	1	-1	1	0	0	1
321	2020	0	-1	-1	1	0	1	0	-1	-1	0	1	-1	-1	1	-1	1	-1	0	0
322	2020	1	-1	-1	1	1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	1	0	-1	1
323	2020	0	-1	-1	1	-1	0	0	-1	-1	-1	1	1	-1	1	0	1	0	-1	-1
324	2020	1	-1	-1	1	0	1	0	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1
325	2020	1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1
326	2020	1	0	-1	1	1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1
327	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0	1	1	-1	-1	-1
328	2020	-1	-1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1
329	2020	1	-1	-1	1	1	1	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	0
330	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	0	1	-1	-1	0
331	2020	1	-1	-1	1	0	1	0	1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1
332	2020	1	-1	-1	1	-1	1	-1	-1	NA	-1	NA	0	-1	0	0	1	1	-1	0
333	2020	-1	-1	1	NA	1	0	-1	-1	-1	0	1	1	-1	-1	-1	1	0	-1	1
334	2020	-1	-1	-1	-1	1	0	1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	1
335	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	0	-1	0
336	2020	0	-1	-1	1	1	1	0	-1	1	1	1	1	-1	-1	0	0	-1	-1	-1
337	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	0	0	1	0	0	0	0	0
338	2020	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
339	2020	NA	NA	-1	1	0	1	1	-1	1	0	1	1	-1	0	-1	0	-1	-1	-1
340	2020	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1
341	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
342	2020	1	-1	-1	1	1	1	1	-1	1	1	1	-1	0	0	0	0	0	0	0
343	2020	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
344	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	0	-1	-1	-1
345	2020	-1	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
346	2020	-1	-1	-1	1	-1	1	-1	NA	NA	NA	1	1	0	0	0	0	1	0	0
347	2020	1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	-1	-1	1	0	1	0	-1	-1
348	2020	-1	-1	-1	1	-1	1	-1	-1	-1	0	1	-1	-1	1	-1	1	0	-1	-1
349	2020	1	0	0	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	-1
350	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	-1
351	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
352	2020	-1	-1	-1	-1	1	1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1
353	2020	1	-1	1	1	0	0	0	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
354	2020	1	-1	-1	1	-1	1	-1	0	1	1	1	1	-1	1	-1	1	-1	-1	1
355	2020	0	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
356	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	1	0	1	1	-1	1
357	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	0	-1	0	0	0	0
358	2020	1	-1	-1	0	0	1	1	NA	NA	1	NA	0	0	1	0	0	0	0	0
359	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
360	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	0	-1	1	0	1	-1	0	1
361	2020	1	-1	-1	1	0	0	-1	-1	-1	-1	1	1	-1	0	0	0	0	0	-1
362	2020	1	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1
363	2020	1	-1	-1	1	0	1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1
364	2020	0	-1	-1	1	0	1	0	-1	NA	NA	1	1	-1	1	-1	1	-1	-1	1
365	2020	1	-1	-1	1	1	1	-1	NA	NA	NA	NA	0	0	0	1	0	0	0	0
366	2020	NA	NA	NA	NA	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
367	2020	-1	-1	-1	1	-1	-1	0	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
368	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	0	-1	1	-1	1	1	-1	1
369	2020	-1	-1	-1	1	1	1	-1	-1	1	1	1	0	-1	1	-1	1	-1	-1	-1
370	2020	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	1	-1	0	0	1	0	-1	1
371	2020	0	-1	-1	0	-1	1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1
372	2020	-1	-1	-1	1	0	1	0	NA	NA	NA	1	1	0	0	0	0	0	0	1
373	2020	-1	NA	NA	NA	1	NA	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
374	2020	1	-1	-1	1	-1	-1	-1	-1	NA	1	1	1	-1	0	1	0	-1	-1	-1
375	2020	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	-1
376	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	0	0	0
377	2020	-1	-1	-1	1	-1	1	-1	NA	NA	NA	1	1	0	0	0	0	0	0	1
378	2020	NA	NA	NA	NA	NA	NA	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
379	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
380	2020	-1	-1	-1	-1	1	0	1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1
381	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	0	-1	0
382	2020	0	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	-1	0	1	-1	-1	1
383	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
384	2020	-1	-1	-1	1	-1	1	-1	NA	NA	NA	1	0	0	0	0	0	0	0	0
385	2020	1	NA	NA	NA	NA	NA	NA	-1	-1	0	1	1	-1	0	-1	0	-1	-1	-1
386	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
387	2020	-1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
388	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	0	-1	0	0	1	1	-1	1
389	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	0	-1	-1	-1	-1	-1
390	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	0	-1	-1	-1
391	2020	-1	-1	-1	-1	1	0	1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	1
392	2020	1	-1	-1	1	0	1	-1	-1	0	1	1	-1	-1	1	-1	0	-1	-1	1
393	2020	-1	-1	-1	0	1	-1	-1	-1	-1	-1	1	-1	-1	1	0	0	0	1	1
394	2020	0	-1	-1	1	0	1	-1	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	0
395	2020	-1	-1	-1	1	-1	1	-1	NA	NA	NA	1	0	0	1	0	0	1	-1	1
396	2020	1	0	0	1	-1	1	-1	-1	-1	NA	1	1	-1	1	-1	1	1	1	1
397	2020	-1	-1	-1	1	1	1	1	NA	NA	1	NA	1	0	0	0	0	0	0	0
398	2020	NA	NA	NA	NA	1	NA	1	-1	-1	0	1	1	-1	-1	-1	1	-1	-1	-1
399	2020	-1	-1	-1	-1	1	1	1	0	-1	1	1	0	-1	1	-1	1	1	-1	-1
400	2020	-1	-1	-1	1	1	1	1	-1	-1	0	1	1	-1	1	-1	1	-1	-1	-1
401	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	0	1	1	1	-1	0	1
402	2020	1	1	1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	0	1	-1	-1	-1
403	2020	1	0	0	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
404	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0	-1	1	0	-1	0
405	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
406	2020	-1	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1
407	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
408	2020	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1
409	2020	1	-1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
410	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	0	0	0
411	2020	-1	-1	-1	1	0	1	-1	-1	1	-1	1	-1	0	1	-1	1	-1	-1	-1
412	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	1	-1	1	0	-1	-1	0
413	2020	-1	-1	-1	1	0	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
414	2020	1	-1	-1	1	0	1	-1	NA	NA	NA	NA	1	0	0	0	0	0	0	0
415	2020	NA	NA	NA	1	1	NA	NA	-1	-1	-1	1	1	1	0	0	1	-1	-1	-1
416	2020	-1	1	NA	NA	1	1	1	-1	0	0	1	-1	-1	1	1	1	-1	-1	-1
417	2020	-1	-1	-1	1	1	1	1	-1	NA	NA	1	0	0	1	0	1	0	0	0
418	2020	NA	NA	NA	1	NA	1	-1	-1	-1	-1	NA	1	-1	1	1	1	-1	1	-1
419	2020	-1	NA	-1	1	0	1	NA	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
420	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	0	1	-1	-1	1
421	2020	0	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	1	-1	1	0	-1	0
422	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
423	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	-1	0	0	-1	1
424	2020	-1	-1	-1	1	1	1	1	-1	-1	0	1	-1	-1	1	0	0	0	0	0
425	2020	-1	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	0	-1	1	0	-1	0
426	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
427	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	1
428	2020	1	-1	-1	1	0	1	-1	-1	-1	1	1	0	0	1	0	0	0	0	1
429	2020	0	NA	NA	1	NA	NA	NA	-1	-1	-1	1	1	-1	-1	-1	1	0	-1	1
430	2020	-1	NA	-1	-1	1	-1	1	-1	-1	-1	1	1	0	0	-1	1	-1	-1	-1
431	2020	-1	-1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1	0	1	0	0	1
432	2020	1	-1	-1	1	1	1	1	-1	0	NA	1	1	-1	0	-1	1	1	-1	-1
433	2020	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	-1
434	2020	-1	-1	-1	1	0	1	1	-1	1	1	1	-1	-1	1	-1	1	1	-1	1
435	2020	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	0	1	1	0	-1	1	0
436	2020	1	-1	0	1	1	0	-1	NA	NA	NA	1	1	0	0	0	0	0	0	0
437	2020	NA	NA	NA	NA	1	1	NA	-1	-1	-1	1	-1	-1	1	1	1	0	1	0
438	2020	-1	0	-1	1	-1	1	-1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	-1
439	2020	-1	-1	-1	1	0	1	1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1
440	2020	1	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	0	-1	1
441	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	0
442	2020	-1	0	0	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
443	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
444	2020	-1	-1	-1	1	1	1	-1	NA	NA	1	NA	0	0	1	0	0	0	0	0
445	2020	1	NA	NA	NA	NA	1	NA	-1	-1	1	1	1	-1	1	0	0	-1	-1	-1
446	2020	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
447	2020	-1	-1	-1	1	1	1	0	-1	1	1	1	-1	-1	1	0	1	0	0	0
448	2020	1	0	0	1	0	1	0	-1	-1	-1	1	1	-1	-1	-1	1	0	-1	-1
449	2020	-1	-1	-1	0	1	1	0	NA	NA	NA	-1	0	0	-1	0	0	0	0	-1
450	2020	-1	0	0	1	0	1	1	-1	-1	-1	1	1	1	1	-1	1	0	-1	0
451	2020	-1	-1	-1	-1	1	1	1	-1	0	1	0	1	-1	1	-1	1	-1	-1	-1
452	2020	-1	-1	-1	0	1	1	1	-1	1	1	1	1	0	0	1	0	0	0	0
453	2020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	1	-1	1	0	-1	-1
454	2020	0	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	-1	1	1	0	-1	1
455	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	0	-1	-1	1
456	2020	1	NA	1	NA	1	NA	NA	-1	-1	-1	1	0	-1	-1	-1	1	-1	-1	1
457	2020	-1	-1	-1	0	1	0	-1	-1	0	1	1	1	-1	1	0	1	-1	0	1
458	2020	1	-1	-1	1	0	0	-1	-1	-1	-1	1	1	-1	1	0	0	0	0	0
459	2020	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	0	-1	0	-1	-1	-1
460	2020	-1	-1	-1	0	1	1	1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
461	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	0	-1	1	-1	1	0	0	1
462	2020	1	-1	-1	1	-1	1	-1	NA	NA	NA	1	1	-1	1	-1	1	-1	-1	-1
463	2020	NA	NA	NA	NA	NA	1	NA	-1	-1	0	1	1	-1	0	0	1	-1	-1	-1
464	2020	-1	-1	-1	0	1	1	-1	-1	1	-1	1	1	-1	-1	0	0	0	0	0
465	2020	-1	-1	-1	-1	0	0	0	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
466	2020	-1	-1	-1	1	1	1	-1	-1	1	-1	1	1	-1	0	0	1	0	0	1
467	2020	-1	-1	NA	-1	NA	0	1	0	0	-1	0	-1	-1	1	-1	1	-1	-1	-1
468	2020	-1	-1	-1	1	1	1	1	NA	NA	1	NA	1	0	1	0	0	0	0	1
469	2020	NA	NA	NA	NA	1	1	1	NA	NA	NA	1	0	0	1	0	0	0	0	1
470	2020	NA	NA	NA	NA	NA	1	1	-1	NA	NA	1	0	0	1	1	1	1	1	1
471	2020	1	-1	1	1	NA	NA	-1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
472	2020	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	0
473	2020	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1
474	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0	-1	1	0	-1	0
475	2020	-1	-1	-1	-1	1	0	-1	-1	1	1	1	0	0	-1	-1	-1	0	0	0
476	2020	-1	-1	-1	-1	1	1	1	-1	0	0	1	0	-1	0	-1	1	1	1	-1
477	2020	-1	-1	-1	0	1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	0	-1	0
478	2020	-1	-1	-1	-1	1	1	1	-1	0	1	1	1	-1	1	-1	1	-1	-1	-1
479	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	-1
480	2020	-1	-1	-1	NA	NA	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
481	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
482	2020	0	-1	-1	1	1	1	1	0	0	0	1	1	-1	1	1	1	0	-1	0
483	2020	1	-1	-1	1	0	1	0	-1	-1	-1	1	-1	-1	1	0	0	-1	-1	-1
484	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
485	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1
486	2020	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
487	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
488	2020	NA	-1	-1	1	-1	1	-1	-1	0	1	1	1	-1	0	-1	1	1	-1	0
489	2020	-1	-1	-1	0	1	1	1	-1	1	-1	1	0	-1	1	0	0	0	0	0
490	2020	-1	-1	-1	0	0	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
491	2020	-1	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1
492	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1
493	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	0	-1	0	0	1	0	0	0
494	2020	-1	-1	-1	1	1	1	1	1	-1	-1	0	1	-1	0	-1	1	1	-1	0
495	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
496	2020	-1	-1	-1	1	1	1	1	-1	1	-1	1	-1	-1	0	-1	1	0	-1	1
497	2020	NA	-1	-1	1	1	1	0	NA	NA	1	1	0	0	0	1	0	-1	-1	0
498	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
499	2020	1	-1	-1	1	1	1	-1	-1	1	1	1	0	0	1	0	1	0	0	0
500	2020	1	0	0	1	0	0	0	-1	1	1	1	1	-1	0	-1	1	-1	-1	-1
501	2020	-1	-1	-1	0	1	1	1	NA	NA	NA	1	1	0	0	0	0	0	0	1
502	2020	NA	NA	NA	NA	1	NA	NA	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
503	2020	-1	-1	-1	-1	1	1	1	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0
504	2020	0	-1	-1	1	0	1	-1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1
505	2020	-1	-1	1	1	1	1	-1	NA	NA	NA	1	1	0	0	0	0	0	0	0
506	2020	NA	NA	NA	NA	NA	1	NA	-1	-1	-1	1	1	-1	1	0	1	0	-1	1
507	2020	0	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	0	0	1	0	-1	-1
508	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	0	-1
509	2020	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1
510	2020	1	-1	-1	1	-1	1	-1	NA	NA	NA	1	0	0	0	0	0	-1	-1	-1
511	2020	NA	NA	NA	NA	NA	NA	NA	-1	-1	0	1	1	-1	1	0	1	-1	-1	0
512	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
513	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
514	2020	-1	-1	-1	-1	1	1	1	-1	1	-1	0	1	-1	0	-1	1	0	0	0
515	2020	0	-1	-1	0	0	0	0	1	-1	-1	1	0	0	1	0	0	1	0	0
516	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
517	2020	0	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	0
518	2020	-1	-1	-1	1	1	1	1	-1	-1	0	1	1	-1	0	-1	1	-1	-1	-1
519	2020	0	-1	-1	1	0	1	1	-1	-1	-1	-1	-1	0	0	0	1	0	0	1
520	2020	1	1	1	NA	0	0	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
521	2020	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	-1	-1	-1
522	2020	1	-1	-1	1	-1	1	-1	-1	1	0	1	-1	0	1	0	1	-1	-1	-1
523	2020	1	0	-1	1	0	-1	-1	-1	-1	-1	1	1	-1	1	-1	0	-1	-1	1
