ID	YEAR	1a	1b	1c	1d	1e	1f	1g	2a	2b	2c	2d	3a	3b	3c	3d	3e	3f	3g	3h
524	2020	0	-1	-1	1	0	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
525	2020	0	-1	-1	1	1	1	1	1	-1	-1	1	0	-1	1	-1	1	-1	-1	1
526	2020	1	-1	-1	1	-1	1	1	-1	0	0	1	0	0	1	0	0	0	0	0
527	2020	1	1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	0
528	2020	1	-1	-1	1	1	1	-1	NA	NA	NA	1	0	0	1	0	0	0	0	0
529	2020	NA	NA	NA	NA	NA	1	NA	-1	-1	0	1	1	-1	1	-1	0	-1	-1	-1
530	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1	1	1	0	-1	1
531	2020	1	-1	0	1	-1	1	-1	-1	-1	-1	1	0	-1	1	-1	0	-1	-1	-1
532	2020	0	-1	-1	1	0	1	1	-1	-1	0	1	-1	-1	1	0	1	-1	0	0
533	2020	1	-1	0	1	-1	0	-1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	1
534	2020	-1	-1	-1	1	1	1	0	NA	NA	NA	1	0	0	1	0	0	0	0	0
535	2020	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
536	2020	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0
537	2020	1	-1	-1	1	1	1	-1	0	0	0	1	-1	-1	1	-1	1	-1	-1	0
538	2020	1	-1	-1	1	0	1	-1	NA	NA	NA	1	0	0	1	0	0	0	0	0
539	2020	NA	NA	NA	NA	1	NA	NA	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
540	2020	1	-1	-1	1	0	1	0	NA	NA	NA	1	0	0	1	0	0	0	0	0
541	2020	1	-1	-1	1	0	1	0	1	-1	-1	1	1	-1	0	-1	1	0	0	0
542	2020	1	-1	-1	1	1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
543	2020	-1	-1	-1	-1	-1	1	1	NA	NA	1	NA	0	0	1	0	0	-1	-1	1
544	2020	NA	NA	NA	NA	1	NA	NA	-1	1	1	1	1	-1	0	-1	1	-1	-1	0
545	2020	-1	-1	-1	0	1	1	1	NA	NA	NA	1	0	0	1	0	0	0	0	1
546	2020	0	NA	NA	NA	NA	NA	NA	-1	1	1	1	0	0	1	1	1	-1	0	-1
547	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	0	1	-1	1	0	0	1
548	2020	1	1	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	1	0	1	-1	-1	-1
549	2020	0	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	1	0	0	-1	-1
550	2020	1	0	1	1	-1	1	-1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
551	2020	-1	-1	-1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
552	2020	0	0	0	0	0	0	0	NA	NA	NA	1	0	0	1	0	0	0	0	0
553	2020	1	NA	NA	1	NA	1	NA	-1	-1	-1	1	-1	-1	1	0	0	-1	1	-1
554	2020	1	-1	-1	1	1	0	-1	-1	1	1	1	0	-1	1	-1	1	0	0	1
555	2020	0	-1	-1	1	0	0	0	NA	NA	NA	1	1	-1	-1	-1	1	1	-1	1
556	2020	-1	-1	-1	-1	1	1	1	-1	NA	1	NA	-1	-1	1	-1	0	-1	-1	-1
557	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
558	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	1	0	0	-1	-1	1
559	2020	1	0	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	1	-1
560	2020	1	-1	-1	1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1
561	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
562	2020	1	-1	-1	1	-1	1	-1	NA	NA	NA	1	0	0	1	0	0	0	0	0
563	2020	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
564	2020	NA	NA	NA	NA	NA	NA	NA	-1	1	1	1	1	-1	1	0	1	0	0	1
565	2020	0	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	-1	-1	0	-1	-1	-1
566	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
567	2020	NA	NA	NA	NA	NA	NA	NA	-1	1	1	1	-1	-1	1	0	0	0	-1	-1
568	2020	1	0	0	1	1	1	-1	0	0	0	1	1	-1	1	-1	1	0	-1	-1
569	2020	1	-1	-1	1	0	1	-1	-1	-1	-1	1	1	-1	-1	1	1	0	-1	0
570	2020	1	-1	-1	0	0	0	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
571	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
572	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	0	0	0	-1	0	0
573	2020	1	1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	0	0	-1	0
574	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1
575	2020	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	1	-1	1	-1	0	-1	-1	1
576	2020	0	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	0	0	0
577	2020	1	-1	-1	1	0	1	0	-1	-1	NA	1	-1	-1	1	-1	-1	0	1	1
578	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	0	1	-1	0	-1
579	2020	1	-1	-1	1	-1	1	-1	-1	0	-1	1	1	-1	-1	-1	1	-1	-1	-1
580	2020	-1	-1	-1	1	1	-1	1	-1	-1	-1	1	0	0	0	-1	1	0	0	0
581	2020	1	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	0	1	0	0	-1
582	2020	1	-1	-1	1	1	1	0	-1	-1	0	1	-1	-1	1	-1	0	0	-1	1
583	2020	1	-1	-1	1	-1	0	1	-1	-1	1	1	0	1	0	1	-1	-1	0	0
584	2020	1	-1	-1	1	1	1	0	NA	NA	NA	NA	0	0	1	0	0	0	0	0
585	2020	1	NA	NA	1	NA	NA	NA	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
586	2020	1	0	0	1	0	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
587	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	1	-1	0	-1	0	0	-1	0
588	2020	1	-1	-1	1	-1	1	-1	NA	NA	1	NA	1	0	0	0	1	0	0	0
589	2020	NA	NA	NA	1	NA	NA	NA	-1	0	1	NA	-1	-1	1	1	1	0	0	0
590	2020	1	-1	-1	1	0	1	-1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
591	2020	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
592	2020	1	-1	-1	1	1	1	1	NA	NA	1	NA	1	0	0	0	0	-1	-1	1
593	2020	NA	NA	NA	NA	1	NA	1	-1	-1	-1	1	-1	0	0	-1	0	-1	-1	0
594	2020	-1	-1	-1	-1	1	0	1	1	-1	-1	1	1	-1	0	-1	0	1	-1	1
595	2020	-1	NA	-1	0	1	1	1	-1	1	1	1	0	0	1	1	1	-1	-1	0
596	2020	1	1	-1	-1	0	-1	0	-1	-1	0	1	1	-1	0	-1	1	-1	-1	-1
597	2020	0	-1	-1	0	1	0	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
598	2020	0	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
599	2020	1	-1	-1	1	-1	1	0	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
600	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	1	1	0	0	0
601	2020	1	-1	-1	1	-1	-1	-1	-1	1	1	1	1	-1	0	-1	1	0	-1	1
602	2020	-1	-1	-1	0	1	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	-1
603	2020	NA	NA	NA	NA	NA	NA	NA	-1	0	0	1	1	-1	1	-1	0	0	0	0
604	2020	-1	-1	-1	1	0	0	0	-1	-1	-1	1	1	0	0	-1	1	0	-1	-1
605	2020	-1	-1	-1	0	1	1	1	-1	1	1	1	1	-1	1	-1	1	0	-1	1
606	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1
607	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
608	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	0	0	1	0	1	0	0	0
609	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
610	2020	-1	-1	-1	-1	0	1	1	-1	-1	-1	1	0	0	0	0	0	0	0	0
611	2020	0	-1	-1	1	0	0	0	-1	-1	-1	1	0	-1	0	-1	1	0	-1	1
612	2020	1	-1	-1	0	0	1	-1	NA	NA	NA	1	1	0	0	0	0	0	0	0
613	2020	NA	NA	NA	NA	NA	1	NA	-1	-1	NA	1	1	-1	1	-1	1	0	0	0
614	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
615	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	1	0	0	0	0	0	0	0
616	2020	0	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1
617	2020	-1	-1	-1	-1	1	-1	1	NA	NA	NA	1	0	0	1	0	0	0	0	1
618	2020	NA	NA	NA	1	NA	NA	NA	-1	0	0	1	1	-1	1	0	1	-1	0	0
619	2020	-1	-1	-1	0	1	0	1	-1	0	0	1	0	0	0	0	0	-1	-1	0
620	2020	1	0	0	1	-1	0	-1	-1	-1	1	1	-1	-1	1	-1	0	1	-1	1
621	2020	-1	-1	-1	-1	0	1	1	NA	NA	1	NA	1	0	0	0	0	0	0	1
622	2020	0	NA	NA	NA	NA	NA	NA	-1	-1	1	1	1	-1	-1	0	1	-1	-1	-1
623	2020	0	-1	-1		1	1	1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	1
624	2020	-1	-1	-1	1	1	1	0	-1	1	-1	1	-1	-1	1	-1	0	0	-1	-1
625	2020	-1	-1	-1	1	0	1	1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	1
626	2020	-1	-1	-1	1	1	1	0	-1	-1	1	1	1	-1	-1	-1	0	0	0	0
627	2020	-1	-1	-1	-1	1	1	1	-1	0	-1	1	1	-1	0	-1	1	0	0	0
628	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	0
629	2020	-1	-1	-1	1	-1	-1	-1	-1	1	0	1	1	-1	-1	-1	1	-1	-1	0
630	2020	-1	-1	-1	0	1	1	1	-1	-2	-1	1	1	-1	1	-1	1	-1	-1	-1
631	2020	-1	-1	-1	0	1	0	0	-1	-1	-1	1	-1	-1	1	0	1	0	-1	-1
632	2020	-1	-1	-1	1	1	1	1	-1	0	0	1	0	0	0	1	1	-1	-1	-1
633	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	0	0
634	2020	0	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
635	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	0	-1	-1	1
636	2020	0	-1	-1	1	0	0	1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
637	2020	-1	NA	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	0
638	2020	0	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	1	-1	0	0	-1	0
639	2020	1	-1	0	1	1	1	1	-1	1	-1	1	-1	-1	1	0	0	0	0	0
640	2020	-1	-1	0	1	-1	0	-1	-1	-1	NA	1	1	-1	-1	-1	0	0	-1	-1
641	2020	-1	-1	-1	-1	1	0	0	-1	-1	-1	1	-1	-1	-1	-1	1	-1	0	-1
642	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	0	-1	0	0	-1	0
643	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	-1
644	2020	1	-1	-1	1	1	-1	-1	-1	1	-1	1	-1	-1	1	0	0	0	0	0
645	2020	1	-1	-1	1	0	1	0	-1	1	-1	1	-1	-1	1	-1	1	0	-1	1
646	2020	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	-1	0	-1	0	1	-1	-1
647	2020	-1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	0	1	-1	0	-1	-1	-1
648	2020	0	-1	-1	0	1	1	0	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
649	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	0	0	-1	-1	-1
650	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	0
651	2020	1	-1	-1	1	0	1	-1	NA	NA	NA	1	0	0	1	0	0	0	0	0
652	2020	-1	-1	-1	1	1	1	1	-1	-1	0	1	-1	-1	1	-1	1	0	0	1
653	2020	0	-1	-1	1	0	1	0	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1
654	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	-1	-1	1	-1	0	0	-1	0
655	2020	1	-1	-1	1	0	-1	0	-1	-1	-1	NA	-1	-1	1	-1	1	-1	-1	0
656	2020	-1	-1	-1	1	-1	1	0	0	-1	-1	1	1	-1	0	-1	0	0	-1	0
657	2020	0	-1	-1	0	1	NA	1	-1	-1	-1	1	1	-1	0	-1	1	0	0	1
658	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	0	0
659	2020	-1	-1	-1	1	1	1	1	1	-1	-1	1	1	-1	0	-1	1	0	-1	-1
660	2020	-1	-1	-1	-1	1	NA	1	0	-1	-1	1	1	-1	1	-1	0	1	1	0
661	2020	-1	-1	-1	-1	1	1	0	-1	1	0	1	-1	-1	1	-1	1	-1	-1	-1
662	2020	NA	-1	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1	0	1	-1	-1	-1
663	2020	0	-1	-1	1	1	1	-1	-1	NA	1	1	1	-1	-1	-1	0	0	-1	-1
664	2020	-1	-1	-1	-1	1	0	-1	-1	-1	-1	1	-1	0	1	0	1	0	-1	0
665	2020	-1	-1	NA	1	-1	1	1	-1	-1	1	1	0	-1	1	0	0	-1	-1	-1
666	2020	1	-1	-1	1	0	1	-1	1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
667	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	1	0	-1	1
668	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
669	2020	-1	-1	-1	0	-1	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
670	2020	-1	-1	-1	1	0	0	0	-1	1	1	1	1	-1	0	-1	1	-1	-1	-1
671	2020	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	-1
672	2020	-1	-1	-1	-1	1	-1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1
673	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
674	2020	-1	-1	-1	-1	0	1	1	-1	1	0	1	-1	-1	1	1	1	1	-1	1
675	2020	0	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
676	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
677	2020	-1	-1	-1	1	0	1	1	1	-1	-1	1	0	1	-1	-1	-1	-1	0	-1
678	2020	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
679	2020	-1	-1	-1	-1	1	-1	1	-1	0	0	1	0	-1	1	-1	0	-1	-1	1
680	2020	-1	-1	-1	1	0	0	0	-1	0	NA	1	0	-1	0	-1	1	-1	-1	-1
681	2020	-1	-1	-1	1	0	1	1	-1	NA	NA	1	1	0	0	-1	1	0	-1	0
682	2020	-1	-1	-1	NA	1	1	0	-1	-1	0	1	1	-1	1	-1	1	-1	-1	-1
683	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
684	2020	0	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	0	-1	0	0	-1	0
685	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	0	-1	1	0	-1	0
686	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
687	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
688	2020	-1	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	1
689	2020	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	0	1	-1	-1	-1
690	2020	-1	-1	-1	-1	1	1	1	-1	1	1	1	-1	-1	1	-1	0	-1	-1	-1
691	2020	1	-1	-1	1	-1	1	-1	-1	-1	0	1	1	0	0	0	1	0	0	1
692	2020	0	-1	-1	1	0	0	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1
693	2020	1	-1	-1	1	0	0	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	0
694	2020	-1	-1	-1	-1	1	0	1	-1	0	1	1	0	-1	1	-1	0	0	-1	1
695	2020	1	-1	-1	1	-1	1	-1	-1	NA	NA	1	-1	-1	1	1	0	-1	-1	1
696	2020	1	1	0	0	-1	1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	-1
697	2020	-1	-1	-1	1	1	1	-1	NA	NA	NA	1	1	0	0	0	0	1	0	0
698	2020	1	NA	NA	NA	NA	NA	NA	-1	0	0	1	-1	-1	1	-1	0	-1	-1	0
699	2020	1	-1	-1	1	0	1	0	-1	1	1	1	1	-1	1	0	0	0	0	0
700	2020	1	-1	-1	1	-1	1	1	NA	-1	NA	1	-1	-1	1	0	1	0	0	0
701	2020	NA	-1	1	NA	1	-1	-1	-1	-1	0	1	1	-1	0	-1	1	-1	-1	-1
702	2020	-1	-1	-1	1	1	1	1	NA	NA	NA	1	1	0	0	0	0	1	0	0
703	2020	1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	-1	-1	1	1	0	-1	-1	-1
704	2020	-1	-1	-1	1	0	1	-1	-1	-1	0	1	1	-1	1	-1	1	0	-1	1
705	2020	1	-1	-1	-1	1	1	1	-1	0	1	1	1	-1	1	-1	1	-1	-1	-1
706	2020	0	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	0	-1	-1	-1
707	2020	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	0	0	0
708	2020	1	-1	-1	1	-1	-1	-1	0	-1	1	1	1	-1	-1	-1	1	1	-1	-1
709	2020	-1	-1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1	0	0	1	-1	1
710	2020	0	-1	-1	1	0	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
711	2020	-1	-1	-1	1	1	0	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	1
712	2020	-1	-1	-1	0	0	1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
713	2020	NA	NA	NA	NA	NA	NA	NA	0	-1	-1	1	1	-1	-1	0	1	-1	-1	-1
714	2020	-1	-1	-1	-1	0	1	1	0	-1	-1	1	-1	-1	1	-1	1	0	-1	0
715	2020	-1	-1	-1	0	1	1	0	-1	1	-1	1	-1	-1	1	1	1	-1	-1	1
716	2020	1	-1	-1	1	1	1	1	-1	0	0	1	0	-1	0	0	0	0	-1	1
717	2020	NA	1	0	1	-1	0	0	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	0
718	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	0	-1	0	0	1	-1	-1	1
719	2020	0	-1	-1	0	0	0	1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	1
720	2020	1	-1	-1	1	0	0	1	1	-1	-1	1	-1	-1	1	-1	0	0	-1	0
721	2020	1	-1	-1	1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	1
722	2020	1	-1	0	1	0	1	-1	-1	-1	-1	1	-1	-1	1	0	1	1	-1	1
723	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	1	1	0	1	-1	-1	-1
724	2020	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	0	-1	-1	0	1	0	0	0
725	2020	-1	-1	-1	0	1	1	0	NA	NA	NA	1	1	0	0	0	0	0	0	1
726	2020	-1	NA	1	NA	NA	NA	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
727	2020	1	-1	-1	1	0	1	-1	-1	-1	0	1	0	-1	1	-1	1	-1	-1	-1
728	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	0
729	2020	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	0	-1	-1
730	2020	-1	-1	-1	1	1	1	-1	NA	NA	NA	1	1	0	0	0	0	0	0	0
731	2020	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	1	0	0	0	0	0	0	0
732	2020	NA	NA	NA	NA	1	1	NA	-1	1	1	1	1	-1	1	0	1	-1	-1	-1
733	2020	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	0	0	0	0	0	0	0
734	2020	-1	-1	1	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	1	1	0	0	0
735	2020	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	1	0	1	-1	-1	-1
736	2020	0	-1	-1	1	0	0	1	-1	-1	1	NA	0	0	1	0	0	0	0	1
737	2020	1	-1	-1	1	1	1	0	-1	-1	-1	-1	-1	-1	1	1	1	0	-1	-1
738	2020	1	-1	-1	1	1	1	-1	-1	-1	-1	1	0	-1	1	0	1	1	-1	1
739	2020	1	-1	-1	1	0	1	-1	NA	NA	1	NA	1	0	0	0	0	0	0	0
740	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	-1	-1	-1	-1	1	-1	0	1	-1	0
741	2020	-1	-1	-1	1	0	0	-1	-1	0	0	0	1	-1	-1	-1	1	0	-1	1
742	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	-1	-1	1	1	0	-1	-1	1
743	2020	1	0	0	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	0	-1	-1
744	2020	1	-1	-1	1	1	1	-1	-1	-1	0	1	1	-1	-1	-1	1	-1	-1	0
745	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1
746	2020	1	-1	-1	1	0	0	-1	-1	-1	-1	1	-1	0	1	0	1	-1	-1	0
747	2020	1	0	0	1	-1	1	-1	-1	0	0	1	-1	-1	1	-1	0	0	-1	0
748	2020	1	0	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	-1
749	2020	1	0	0	1	1	1	0	-1	1	0	1	1	-1	1	-1	1	1	-1	-1
750	2020	-1	-1	-1	0	-1	1	1	-1	-1	1	1	1	-1	1	0	1	0	0	0
751	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
752	2020	-1	-1	-1	0	1	0	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
753	2020	-1	-1	-1	-1	1	1	NA	-1	1	1	1	0	-1	1	0	1	-1	-1	0
754	2020	0	-1	-1	1	0	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
755	2020	0	-1	-1	0	1	1	0	NA	NA	NA	1	0	0	0	0	0	0	0	0
756	2020	1	-1	-1	1	0	1	-1	-1	-1	-1	1	1	-1	-1	-1	0	-1	-1	-1
757	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	0
758	2020	-1	-1	1	0	1	0	0	-1	0	0	1	1	-1	0	-1	1	0	-1	1
759	2020	-1	-1	-1	1	0	1	0	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	0
760	2020	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	-1	0	-1	-1	-1
761	2020	NA	-1	-1	1	1	1	NA	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	0
762	2020	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	0	1	0	-1	-1
763	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	-1
764	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
765	2020	0	-1	-1	1	1	1	1	-1	0	0	1	-1	-1	1	-1	1	-1	-1	1
766	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	-1	1	-1	-1	1
767	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
768	2020	1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	1
769	2020	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	1	-1	0	0	1	0	-1	-1
770	2020	-1	-1	-1	0	1	1	1	-1	1	-1	1	1	-1	1	-1	0	0	-1	0
771	2020	0	-1	-1	1	0	1	0	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
772	2020	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	0	1	-1	-1	-1
773	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1
774	2020	0	-1	-1	1	0	0	0	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	-1
775	2020	NA	NA	NA	1	NA	NA	NA	-1	0	-1	1	0	1	0	0	0	0	0	1
776	2020	1	0	0	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
777	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	-1
778	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	0
779	2020	0	-1	-1	1	0	1	0	-1	1	1	1	1	-1	-1	-1	1	-1	-1	0
780	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	0	0
781	2020	1	-1	-1	1	-1	0	-1	-1	-1	0	1	-1	1	1	1	1	-1	1	-1
782	2020	1	-1	-1	1	NA	0	0	-1	0	0	1	1	-1	0	-1	1	0	0	0
783	2020	-1	-1	-1	1	NA	NA	0	-1	-1	-1	1	1	-1	1	0	1	-1	-1	-1
784	2020	1	-1	-1	-1	0	-1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	0
785	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	1
786	2020	-1	-1	-1	1	0	1	1	1	0	0	0	1	-1	-1	-1	0	1	-1	1
787	2020	-1	-1	-1	0	0	0	1	-1	1	-1	1	-1	-1	1	0	1	-1	-1	1
788	2020	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
